[17/Jul/2022 04:26:45] INFO [django.utils.autoreload:643] Watching for file changes with StatReloader
[17/Jul/2022 04:26:45] DEBUG [django.utils.autoreload:321] Waiting for apps ready_event.
[17/Jul/2022 04:26:45] DEBUG [django.utils.autoreload:333] Apps ready_event triggered. Sending autoreload_started signal.
[17/Jul/2022 04:26:46] DEBUG [django.utils.autoreload:287] Watching dir /app/base/templates with glob **/*.
[17/Jul/2022 04:26:46] DEBUG [django.utils.autoreload:287] Watching dir /app/locale with glob **/*.mo.
[17/Jul/2022 04:26:46] DEBUG [django.utils.autoreload:287] Watching dir /app/base/locale with glob **/*.mo.
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/dis.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/decimal.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/topological_sort.py first seen with mtime 1658031710.0042396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/sqlparse/filters/__init__.py first seen with mtime 1658031708.7262397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/servers/__init__.py first seen with mtime 1658031709.9192395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/result.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/getpass.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/staggered.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1658031709.4292397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/signals.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/lookups.py first seen with mtime 1658031709.9462397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/numberformat.py first seen with mtime 1658031710.0032396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/formats.py first seen with mtime 1658031710.0002396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/gettext.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_heapq.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629578.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/http/server.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/math.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629579.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_bz2.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629584.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/mime/nonmultipart.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/logging/handlers.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/base.py first seen with mtime 1658031709.9832397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/cache/__init__.py first seen with mtime 1658031709.8972397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_random.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629578.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/sessions/base_session.py first seen with mtime 1658031709.7822397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/importlib/machinery.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/apps.py first seen with mtime 1658031709.3582397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/paginator.py first seen with mtime 1658031709.8962395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/json/scanner.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/sqlparse/__init__.py first seen with mtime 1658031708.7232397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/base_futures.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/__init__.py first seen with mtime 1658031708.9972396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/functions/__init__.py first seen with mtime 1658031709.9522395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/forms/forms.py first seen with mtime 1658031709.9582396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/forms/formsets.py first seen with mtime 1658031709.9592397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/views/decorators/csrf.py first seen with mtime 1658031710.0092397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/cmd.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/cache/backends/base.py first seen with mtime 1658031709.8982396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/signing.py first seen with mtime 1658031709.8962395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/locks.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/test/runner.py first seen with mtime 1658031709.9912395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django_heroku/__init__.py first seen with mtime 1658031711.0752397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/platform.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/html/parser.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/loaders/base.py first seen with mtime 1658031709.9882395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/dispatch/dispatcher.py first seen with mtime 1658031709.9562397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/base/introspection.py first seen with mtime 1658031709.9232397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/templates.py first seen with mtime 1658031709.9012396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /app/base/apps.py first seen with mtime 1657453758.3349133
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/util.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/mime/base.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/_encoded_words.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/transaction.py first seen with mtime 1658031709.9202397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/fnmatch.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/encoders.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/stat.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/management/commands/runserver.py first seen with mtime 1658031709.9142396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/middleware/cache.py first seen with mtime 1658031709.9802396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/multiprocessing/context.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/admin/views/main.py first seen with mtime 1658031709.2922397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/checks.py first seen with mtime 1658031709.3592396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_queue.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629579.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/backends/django.py first seen with mtime 1658031709.9872396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/statistics.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/files/uploadedfile.py first seen with mtime 1658031709.9052396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/queues.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/database.py first seen with mtime 1658031709.9002397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/urls.py first seen with mtime 1658031709.9022396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/policy.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1658031708.7262397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1658031709.8932397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/__init__.py first seen with mtime 1658031709.9002397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/tree.py first seen with mtime 1658031710.0052397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/sessions/apps.py first seen with mtime 1658031709.7822397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/socketserver.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py first seen with mtime 1658031709.9242396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/cgi.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/views/generic/list.py first seen with mtime 1658031710.0112395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1658031709.2432396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/_parseaddr.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/module_loading.py first seen with mtime 1658031710.0032396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/middleware.py first seen with mtime 1658031709.3612397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/async_case.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/importlib/__init__.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/conf/locale/__init__.py first seen with mtime 1658031709.0002396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/__init__.py first seen with mtime 1658031709.9412396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/xml/dom/__init__.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/functions/comparison.py first seen with mtime 1658031709.9522395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1658031709.4232397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/urls/converters.py first seen with mtime 1658031709.9942396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/templatetags/static.py first seen with mtime 1658031709.9902396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/registry.py first seen with mtime 1658031709.9012396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/sqlite3/creation.py first seen with mtime 1658031709.9342396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/urls/resolvers.py first seen with mtime 1658031709.9942396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/conf/global_settings.py first seen with mtime 1658031708.9982398
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/admin/helpers.py first seen with mtime 1658031709.1182396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/translation/reloader.py first seen with mtime 1658031710.0062397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/files/images.py first seen with mtime 1658031709.9042397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/files/temp.py first seen with mtime 1658031709.9052396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/__init__.py first seen with mtime 1658031709.9822397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/_header_value_parser.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lzma.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/dateformat.py first seen with mtime 1658031709.9972396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/functions/math.py first seen with mtime 1658031709.9532397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/utils.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/logging/config.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/views/decorators/common.py first seen with mtime 1658031710.0092397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1658031709.9402397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/xml/dom/xmlbuilder.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/generator.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1658031709.8982396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/selectors.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/_sitebuiltins.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/http/__init__.py first seen with mtime 1658031709.9782395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/options.py first seen with mtime 1658031709.9472396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/json/decoder.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/views.py first seen with mtime 1658031709.3632395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/messages/constants.py first seen with mtime 1658031709.6812396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/encodings/latin_1.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/base/schema.py first seen with mtime 1658031709.9242396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/loaders/__init__.py first seen with mtime 1658031709.9872396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/migrations/loader.py first seen with mtime 1658031709.9372396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/admin/filters.py first seen with mtime 1658031709.1172397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/base/features.py first seen with mtime 1658031709.9232397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/http/cookie.py first seen with mtime 1658031709.9792397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/apps/registry.py first seen with mtime 1658031708.9982398
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/html.py first seen with mtime 1658031710.0002396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /app/todo/urls.py first seen with mtime 1657453758.33872
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/pdb.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /app/base/urls.py first seen with mtime 1657453758.3368747
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/auth/mixins.py first seen with mtime 1658031709.3612397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/utils/connection.py first seen with mtime 1658031709.9962397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/backports/__init__.py first seen with mtime 1658031708.8702397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/encodings/__init__.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/forms/__init__.py first seen with mtime 1658031709.9572396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/ctypes/__init__.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/utils.py first seen with mtime 1658031709.9202397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/urls/utils.py first seen with mtime 1658031709.9942396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /app/base/templatetags/settings_value.py first seen with mtime 1657465723.0460482
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /app/base/views.py first seen with mtime 1657472835.4219859
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1658031709.9562397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/xml/dom/minicompat.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_bisect.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629578.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1658031709.7822397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/main.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/lib-dynload/_struct.cpython-38-x86_64-linux-gnu.so first seen with mtime 1657629579.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/views/static.py first seen with mtime 1658031710.0082397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/os.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/fields/related.py first seen with mtime 1658031709.9512396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/selector_events.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/template/loaders/filesystem.py first seen with mtime 1658031709.9882395
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/forms/fields.py first seen with mtime 1658031709.9582396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1658031709.8942397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/admin/utils.py first seen with mtime 1658031709.1202397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/email/base64mime.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/html/entities.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py first seen with mtime 1658031709.9492397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/urllib/__init__.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/asyncio/exceptions.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/db/backends/__init__.py first seen with mtime 1658031709.9212396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1658031708.7262397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/security/base.py first seen with mtime 1658031709.9032397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/importlib/abc.py first seen with mtime 1657629598.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/logging/__init__.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/forms/boundfield.py first seen with mtime 1658031709.9572396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/inspect.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/functools.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1658031709.7832396
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/enum.py first seen with mtime 1657629597.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/mail/__init__.py first seen with mtime 1658031709.9072397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/core/checks/caches.py first seen with mtime 1658031709.9002397
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1658031708.7252398
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/unittest/suite.py first seen with mtime 1657629599.0
[17/Jul/2022 04:27:00] DEBUG [django.utils.autoreload:385] File /usr/local/lib/python3.8/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1658031709.4842396
